ID	PThresh	OR	Pvalue	Beta	SE	CI95_lower	CI95_upper	NAnnotThesh	NAnnot	NThresh	N	linkID	Annotation	GWAS	logpval	SEmin	SEmax
2	1e-05	2.40342359998627	0.0282667866059815	0.876894220863622	0.399757800290044	0.0933689322951359	1.66041950943211	15	614	34	2286	1	NEU hCRD	cd-meta	1.54872355969625	2.00366579969623	2.80318140027631
2	5e-08	6.11182296382461	0.00125572544612791	1.81022508610188	0.561151647763585	0.710367856485256	2.91008231571851	11	614	19	2286	1	NEU hCRD	cd-meta	2.90110530507796	5.55067131606103	4
2	1e-09	9.11813489608923	0.00153240395750894	2.21026527616407	0.69757993112446	0.843008611160129	3.57752194116801	9	614	14	2286	1	NEU hCRD	cd-meta	2.81462673510055	8.42055496496477	4
3	0.01	1.39276557202809	0.148434068859499	0.331291390633945	0.229253945107062	-0.118046341775897	0.780629123043787	38	201	304	2286	2	TCL hCRD	cd-meta	0.828466407550508	1.16351162692103	1.62201951713515
3	0.001	1.82802444365463	0.0607274768132621	0.603235844744872	0.321644389418291	-0.0271871585149779	1.23365884800472	17	201	110	2286	2	TCL hCRD	cd-meta	1.21661476315278	1.50638005423634	2.14966883307292
3	1e-04	2.31833679637358	0.042786595562402	0.840850030469048	0.415073225841243	0.0273065078202115	1.65439355311789	11	201	55	2286	2	TCL hCRD	cd-meta	1.36869226802139	1.90326357053234	2.73341002221482
3	1e-05	2.66613843071143	0.0639170219038748	0.980631144906397	0.529281768849697	-0.0567611220390082	2.0180234118518	7	201	34	2286	2	TCL hCRD	cd-meta	1.19438346837561	2.13685666186173	3.19542019956113
3	5e-08	4.58574426281252	0.0167954315843784	1.52295241812121	0.636910620320225	0.274607602293571	2.77129723394885	5	201	19	2286	2	TCL hCRD	cd-meta	1.77480883181602	3.9488336424923	4
3	1e-09	3.21730462127089	0.167306616831465	1.16854393487465	0.846212921416512	-0.490033391101712	2.82712126085102	2	201	14	2286	2	TCL hCRD	cd-meta	0.77648688272818	2.37109169985438	4
1	0.01	0.758751913481327	0.193229214241976	-0.276080414725181	0.212192380516428	-0.69197748053738	0.139816651087017	53	268	193	886	0	MON hCRD	CD	0.713927212160072	0.546559532964899	0.970944293997755
1	0.001	0.911354849598235	0.709663178897754	-0.0928229409908103	0.249317283197495	-0.5814848160579	0.395838934076279	37	268	122	886	0	MON hCRD	CD	0.148947727695405	0.66203756640074	1.16067213279573
1	1e-04	1.05419077660664	0.84565836800994	0.0527734362132929	0.271104351078292	-0.478591091900159	0.584137964326744	31	268	96	886	0	MON hCRD	CD	0.0728050493172151	0.783086425528348	1.32529512768493
1	1e-05	0.940575670987514	0.840968642904808	-0.0612631752240404	0.305316538642572	-0.659683590963482	0.537157240515401	25	268	81	886	0	MON hCRD	CD	0.075220197385557	0.635259132344942	1.24589220963009
1	5e-08	0.951882169836253	0.899821424257366	-0.0493140230314634	0.391732651086327	-0.817110019160664	0.718481973097737	15	268	50	886	0	MON hCRD	CD	0.0458436707325933	0.560149518749926	1.34361482092258
1	1e-09	1.25698133528145	0.575652189634773	0.228713080875319	0.408600998350711	-0.572144875892075	1.02957103764271	15	268	43	886	0	MON hCRD	CD	0.239839839052825	0.848380336930739	1.66558233363216
